7.450000000000000000e+02,1.214000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.230000000000000000e+02,1.227000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.430000000000000000e+02,1.194000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.950000000000000000e+02,1.138000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.480000000000000000e+02,1.227000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000000000e+02,1.157000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.080000000000000000e+02,1.133000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.420000000000000000e+02,1.201000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.310000000000000000e+02,1.184000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.590000000000000000e+02,1.224000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.980000000000000000e+02,1.132000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.410000000000000000e+02,1.215000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.210000000000000000e+02,1.185000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.890000000000000000e+02,1.122000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.460000000000000000e+02,1.224000000000000000e+03,7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.350000000000000000e+02,1.224000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.240000000000000000e+02,1.190000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.970000000000000000e+02,1.136000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.620000000000000000e+02,1.241000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.640000000000000000e+02,1.219000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+02,1.221000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.190000000000000000e+02,1.188000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.350000000000000000e+02,1.181000000000000000e+03,9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.460000000000000000e+02,1.212000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000000e+02,1.290000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.070000000000000000e+02,1.153000000000000000e+03,9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.320000000000000000e+02,1.210000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.340000000000000000e+02,1.279000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.340000000000000000e+02,1.206000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.320000000000000000e+02,1.215000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.610000000000000000e+02,1.273000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.940000000000000000e+02,1.143000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.750000000000000000e+02,1.108000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.480000000000000000e+02,1.240000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.180000000000000000e+02,1.203000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.290000000000000000e+02,1.203000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.280000000000000000e+02,1.165000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.140000000000000000e+02,1.181000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.190000000000000000e+02,1.174000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.610000000000000000e+02,1.241000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
