7.400000000000000000e+02,1.161000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.320000000000000000e+02,1.196000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.230000000000000000e+02,1.163000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.280000000000000000e+02,1.185000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.480000000000000000e+02,1.248000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020000000000000000e+02,1.132000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.920000000000000000e+02,1.118000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.440000000000000000e+02,1.246000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000000000e+02,1.165000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.470000000000000000e+02,1.248000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.880000000000000000e+02,1.309000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.440000000000000000e+02,1.161000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.420000000000000000e+02,1.168000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.190000000000000000e+02,1.177000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.550000000000000000e+02,1.213000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.050000000000000000e+02,1.141000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.390000000000000000e+02,1.209000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.220000000000000000e+02,1.189000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.640000000000000000e+02,1.239000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.890000000000000000e+02,1.124000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.410000000000000000e+02,1.222000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.420000000000000000e+02,1.202000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.890000000000000000e+02,1.131000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.900000000000000000e+02,1.268000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.410000000000000000e+02,1.217000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.600000000000000000e+02,1.237000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.450000000000000000e+02,1.239000000000000000e+03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.200000000000000000e+02,1.197000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.140000000000000000e+02,1.170000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.390000000000000000e+02,1.190000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
